Address,City,Price,Bedrooms,Bathrooms,Amenities,Listing URL
"734 W Collins St, Denton, TX, 76201, US",Denton,1545,2,1,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6835e20c0c0de227b1187a90
"5104 Red River Dr, Arlington, TX, 76017, US",Arlington,2225,3,2,"dishwasher, fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/6838bce59b602a09c4ae631f
"920 E 3rd St, Springtown, TX, 76082, US",Springtown,1829,4,2,"dishwasher, parking, pets",https://mynd.rhenti.com/#/property/683f54b29aa5c561e0e06557
"414 N Ave E, Springtown, TX, 76082, US",Springtown,1399,3,2,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/683f54c09aa5c561e0e065a8
"3176 Prairie Creek Ct, Grand Prairie, TX, 75052, US",Grand Prairie,2195,4,2,"dishwasher, microwave, fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/6840fa557ecbc989959fd72b
"1431 Windy Meadows Dr, Burleson, TX, 76028, US",Burleson,2099,3,2,"dishwasher, microwave, fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/684792146dd0be65dbabcb7a
"7721 Tudanca Trl, Fort Worth, TX, 76131, US",Fort Worth,2145,3,2,"pool, dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684872c66dd0be65dbb60268
"14880 Gilley Ln, Haslet, TX, 76052, US",Haslet,3475,5,4,"pool, dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68498c26d722d36f513b3020
"7320 Campbell Rd, Dallas, TX, 75248-1631, US",Dallas,4495,5,3,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65b40f6f98707c00f603d82c
"9447 Culberson St, Dallas, TX, 75227, US",Dallas,1845,3,2,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/661414acf4e046002e456537
"2345 Vagas St, Dallas, TX, 75219, US",Dallas,4100,3,2,"dishwasher, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/66339cd345c279002e4d9f7e
"9723 Summerwood Cir, Dallas, TX, 75243, US",Dallas,2275,3,3,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/666890bfaa07e8002e4a2fcd
"11906 Garden Terrace Dr, Dallas, TX, 75243, US",Dallas,1895,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/66b22c9c71ffc4002e0d2133
"732 Keeneland Dr, Seagoville, TX, 75159, US",Seagoville,1995,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67db5ac137f554343bb5185c
"4624 Junius St Unit D, Dallas, TX, 75246, US",Dallas,1050,1,1,"fridge, air_conditioner, pets, laundry_facilities",https://mynd.rhenti.com/#/property/67e5764f989da79b936b5dc2
"4624 Junius St Unit C, Dallas, TX, 75246, US",Dallas,1050,1,1,"fridge, balcony, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/67e5765a989da79b936b5ee4
"1563 McCoy St, Dallas, TX, 75204, US",Dallas,3299,3,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, fridge, balcony, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/67ee947e0e6fa070e5ac8a92
"4216 Bowser Ave, Dallas, TX, 75219, US",Dallas,9500,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67ffb9c2effd58083246473b
"1545 Murray Dr, Garland, TX, 75040, US",Garland,1699,2,1,"air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6807e5e32a45d45e1ee2037d
"3624 Parkridge Dr #113, Dallas, TX, 75234, US",Dallas,1325,1,1,"pool, dishwasher, fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/68277dabd244bdcca2ec4afd
"432 Oceania Ln, Seagoville, TX, 75159, US",Seagoville,2499,4,2,"pool, dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682f4ab0d11df8591048c5e6
"353 Kirnwood Ct, Dallas, TX, 75232, US",Dallas,1750,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6831d0fa7e0618876cff23c8
"5515 Brookview Ct Unit C, Sachse, TX, 75048, US",Sachse,1395,2,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/683a4690d547291a02999567
"2109 Bennett Ave Unit 40, Dallas, TX, 75206, US",Dallas,3600,2,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6840fa8b7ecbc989959ff909
"7152 Fair Oaks Ave Unit 2120, Dallas, TX, 75231, US",Dallas,1545,3,2,"dishwasher, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684349764b4e04cfd87a9481
"2806 Wimbledon Ct Unit C, Garland, TX, 75041, US",Garland,1400,2,1,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/684759f0570dc4e30c1e931b
"1712 Kraft St, Dallas, TX, 75212, US",Dallas,3499,4,3,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684b321b060c3f93b385b9b0
"304 Stanford St, Forney, TX, 75126, US",Forney,2345,4,2,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/680119fb55da038a9c60300c
"603 E Buffalo St, Forney, TX, 75126, US",Forney,1789,3,1,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6807e2ca2a45d45e1ee179bf
"622 Bassett Hall Road, Fate, TX, 75189, US",Fate,2529,4,3,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/68127fbcf0213f24d8f180cd
"1336 Middlebrooks Dr, Forney, TX, 75126, US",Forney,2500,4,3,"pool, dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6825dc5778cf75b25f0f9ac9
"3348 Beckwith Way, Crandall, TX, 75114, US",Crandall,1850,3,2,"pool, dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6841bf585732e538e6358e57
"10713 Strike St, Aubrey, TX, 76227, US",Aubrey,2375,4,2,"pool, dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6622796b453dd7002eda8b3d
"4104 Kyndra Cir, Richardson, TX, 75082, US",Richardson,1965,2,1,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67a64a9bd23fb4c4ba2976ab
"1039 Providence Blvd, Providence Village, TX, 76227, US",Providence Village,2195,3,2,"pool, dishwasher, fridge, pets",https://mynd.rhenti.com/#/property/67abbad5bd976c8c32b8b736
"7900 Green Heron Dr, McKinney, TX, 75071, US",McKinney,2595,4,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68113b1f8bf4162f52a0b5f0
"405 Stoneybrook Dr, Wylie, TX, 75098, US",Wylie,2125,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681b133a6630a97cdabbc7d3
"5033 Amhurst Ln, The Colony, TX, 75056, US",The Colony,2349,3,2,"dishwasher, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681b14656630a97cdabc3743
"1224 Mockingbird Dr, Aubrey, TX, 76227, US",Aubrey,1999,3,2,"pool, dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6825dc1378cf75b25f0f90da
"1815 Arbordale Way, Princeton, TX, 75407, US",Princeton,2175,4,2,"pool, dishwasher, microwave, fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/682f9ea2a5fed1f5df0c97ca
"6925 Sugar Maple Creek, Plano, TX, 75023, US",Plano,2599,4,2,"dishwasher, microwave, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/68307f89d11df859105f9524
"729 Mahogany Dr, Anna, TX, 75409, US",Anna,1899,3,2,"dishwasher, microwave, fridge, air_conditioner, pets",https://mynd.rhenti.com/#/property/683a2a8d5b84f58c2214a48b
"15518 Kestrel Mews, Frisco, TX, 75035, US",Frisco,3995,4,3,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68406df134f185fc5dffed1a
"4812 Heather Glen Trl, Mckinney, TX, 75070, US",Mckinney,2045,3,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684b4e1f060c3f93b38a5c0e
"2612 Gaulding St, Royse City, TX, 75189, US",Royse City,2595,4,3,"pool, dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6848730a6dd0be65dbb6202a
"133 Dodd St, Nash, TX, 75569, US",Nash,1099,2,1,"parking, pets",https://mynd.rhenti.com/#/property/666b6c3e5639f4002e9b57fa
"404 N. Kenwood Rd, Texarkana, TX, 75501, US",Texarkana,899,2,1,"parking, pets",https://mynd.rhenti.com/#/property/680280adc9ae782d982d87b0
"1712 Breckenridge St, Texarkana, TX, 75501, US",Texarkana,1499,3,2,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6825d88078cf75b25f0f3a1c
"31 Heatherwood Dr, Texarkana, TX, 75503, US",Texarkana,2199,4,2,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6825d88278cf75b25f0f3a28
"407 Carrol Ave, Texarkana, TX, 75501, US",Texarkana,1349,4,1,"dishwasher, parking, pets",https://mynd.rhenti.com/#/property/682b8dcfc379db1ba4b8b28f
"302 McCartney Blvd, Texarkana, TX, 75503, US",Texarkana,1599,3,2,"air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682baa1f13a991f80a62ac21
"15680 Capstone Boulevard, Brookwood, AL, 35444, US",Brookwood,1695,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/6841db84db44d04f8db11fc7
"12660 Waterbury Way, Moundville, AL, 35474, US",Moundville,1495,3,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/6841f7dc27ea109fdc17b39b
"3221 Fieldale Dr, Hueytown, AL, 35023, US",Hueytown,1755,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6844461c4ee192612b6c0f2d
"617 5th Way, Pleasant Grove, AL, 35127, US",Birmingham,1395,3,2,"air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6604b35b13cf81002f4e9779
"241 12th St SW, Alabaster, AL, 35007, US",Alabaster,1935,3,2,"dishwasher, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681ef2f81b07f62947c73eb5
"320 Navajo Pines Dr, Alabaster, AL, 35007, US",Alabaster,1755,3,2,"dishwasher, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6825d8ff78cf75b25f0f4314
"1013 Vineyard Walk, Mcdonough, GA, 30253, US",Mcdonough,2145,4,3,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65f9d447e9fdbd002e3ac77f
"1529 Plover Rd, Jonesboro, GA, 30238, US",Jonesboro,1699,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67ddc64d66c40243e68b663a
"12238 Crestwood Ct, Fayetteville, GA, 30215, US",Fayetteville,2065,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67f469eb07b7c472c8c11fb9
"10983 Morning Dove Dr, Hampton, GA, 30228, US",Hampton,1725,3,2,"dishwasher, fridge, parking, pets",https://mynd.rhenti.com/#/property/67f990f7af6f9dbc5ffcfa1f
"301 Clover Brook Dr, Locust Grove, GA, 30248, US",Locust Grove,2099,4,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68001478ad7dbdd9d5067184
"211 Nicki Ct, Hampton, GA, 30228, US",Hampton,1799,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6807e7532a45d45e1ee2459c
"56 Boone Dr, Newnan, GA, 30263, US",Newnan,1775,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/680fe0f49b3edcc58e041ce8
"4075 Springvale Way, Mcdonough, GA, 30252, US",Mcdonough,1999,3,2,"pool, dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682f9e73a5fed1f5df0c5105
"424 Streamview Ln, Stockbridge, GA, 30281, US",Stockbridge,1895,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68436597d1d89ba7082e54d4
"12046 Harbour Town Pkwy, Fayetteville, GA, 30215, US",Fayetteville,2025,3,2,"pool, dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684b6a65b8bfbf0d78081ac0
"5 Nerval, Newport Coast, CA, 92657, US",Newport Coast,11045,4,3,"hot_tub, pool, dishwasher, microwave, fridge, balcony, air_conditioner, parking",https://mynd.rhenti.com/#/property/681544e6996245ed7af0e022
"39828 N Messner Way, Anthem, AZ, 85086, US",Anthem,2375,4,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65b413d198707c00f603d983
"6657 W Ocotillo Rd Apt 101, Glendale, AZ, 85301-3074, US",Glendale,949,2,1,"fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65b42ed398707c00f603e1ea
"8756 W Rancho Dr, Glendale, AZ, 85305, US",Glendale,2545,4,3,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking",https://mynd.rhenti.com/#/property/65b436e798707c00f603e495
"413 W Renee Dr, Phoenix, AZ, 85027, US",Phoenix,2149,3,3,"hot_tub, pool, dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/660c47efbbea99002e74411d
"12325 W El Nido Ln, Litchfield Park, AZ, 85340, US",Litchfield Park,1865,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6616b7dcb93e60002e4a752c
"16511 W Post Dr, Surprise, AZ, 85388-2170, US",Surprise,1965,3,2,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6635269214941e002e10386a
"2828 E Tierra Buena Ln Apt 201, Phoenix, AZ, 85032-8345, US",Phoenix,1100,2,2,"ensuite_washer, ensuite_dryer, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/66e4b610be413d002e6c2238
"3745 W Medlock Dr, Phoenix, AZ, 85019, US",Phoenix,1899,3,2,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/66f1c9025002dc002e5017da
"(MIGRATED) 926 W Angela Dr, Phoenix, AZ, 85023-2620, US",Phoenix,1760,3,2,"dishwasher, air_conditioner, parking",https://mynd.rhenti.com/#/property/679a97520770310020301320
"40124 N Thunder Hills Ct, Phoenix, AZ, 85086-2993, US",Phoenix,1995,3,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67b6005889454072fabe2a0f
"12707 W Tasha Dr Unit 3, Surprise, AZ, 85378, US",Surprise,1199,2,1,"ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67c76a43f8cbbc127d45f5d7
"8617 W Echo Ln, Peoria, AZ, 85345, US",Peoria,1855,3,2,"dishwasher, air_conditioner, parking",https://mynd.rhenti.com/#/property/67c7860a8184978f1dd31774
"8125 N 33rd Dr Apt 4, Phoenix, AZ, 85051-6113, US",Phoenix,849,2,1,"dishwasher, fridge, balcony, air_conditioner, parking",https://mynd.rhenti.com/#/property/67e5762f989da79b936b4887
"3823 W Myrtle Ave, Phoenix, AZ, 85051-8256, US",Phoenix,1850,3,2,"dishwasher, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67e83551af5e3f1ab9d3ee02
"8125 N 33rd Dr Unit 1, Phoenix, AZ, 85051-6113, US",Phoenix,1375,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67ec6241baa52c1c728dcd1c
"9211 W Marconi Ave, Peoria, AZ, 85382-3581, US",Peoria,2015,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67f59f52cc1a9c2e9a903aea
"25822 N 65th Ave, Phoenix, AZ, 85083, US",Phoenix,2045,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67f974eed460fdf5041f15d4
"20233 N 21st Dr, Phoenix, AZ, 85027, US",Phoenix,1599,2,2,"hot_tub, pool, dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67ffb830effd58083245e796
"240 W Missouri Ave Unit 28, Phoenix, AZ, 85013, US",Phoenix,3199,3,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6808124e86bd1668fc7c9af3
"7346 N 82nd Ave, Glendale, AZ, 85303, US",Glendale,2675,4,3,"microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6812b9c53da254e5491d963c
"12105 W Flores Dr, El Mirage, AZ, 85335, US",El Mirage,1845,3,2,"microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68154309996245ed7af0442b
"17027 W Echo Ln, Waddell, AZ, 85355, US",Waddell,2245,4,3,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681a3243972ca18958a62b37
"3548 W Morse Ct, Anthem, AZ, 85086, US",Anthem,2165,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681ef37a1b07f62947c76266
"11793 W Dahlia Dr, El Mirage, AZ, 85335, US",El Mirage,1725,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682ca790952856db9ee67005
"3128 W Villa Rita Dr, Phoenix, AZ, 85053-1643, US",Phoenix,1935,3,2,"dishwasher, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682fba983f2cca14cced66f2
"8048 W Clayton Dr, Phoenix, AZ, 85033-2228, US",Phoenix,1675,3,1,"dishwasher, microwave, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6837333c38dbf92be22732c1
"12622 W Myer Ln, El Mirage, AZ, 85335, US",El Mirage,1999,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6842140f4ee6fa02386d3088
"22125 N 29th Ave Unit 105, Phoenix, AZ, 85027, US",Phoenix,1895,2,2,"hot_tub, pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68473de33a9247067d51944c
"19201 N 69th Ave, Glendale, AZ, 85308, US",Glendale,2495,3,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68488f62d722d36f513552b4
"830 W Mohawk Ln, Phoenix, AZ, 85027, US",Phoenix,2049,3,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684b1625c6e7eee34ef1bcc5
"6639 E Camino Santo, Scottsdale, AZ, 85254, US",Scottsdale,3135,4,2,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65f9bdcee9fdbd002e3a9a71
"4839 E Village Dr, Scottsdale, AZ, 85254, US",Scottsdale,3295,3,2,"hot_tub, pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/65f9c298e9fdbd002e3aa32c
"5877 N Granite Reef Rd Apt 1137, Scottsdale, AZ, 85250, US",Scottsdale,1465,1,1,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65fd81d1c47540002e49042e
"15095 N Thompson Peak Pkwy Unit 2003, Scottsdale, AZ, 85260, US",Scottsdale,2035,2,1,"hot_tub, pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/68310c8d3f2cca14ccf61d7b
"8260 E Sutton Dr, Scottsdale, AZ, 85260, US",Scottsdale,8995,4,3,"pool, dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking",https://mynd.rhenti.com/#/property/6835e1d40c0de227b118608e
"8176 East Del Cuarzo Drive, Scottsdale, AZ, 85258, US",Scottsdale,3245,3,2,"dishwasher, microwave, fridge, air_conditioner, parking",https://mynd.rhenti.com/#/property/68488fa4d722d36f513568fc
"3316 28th St, Lubbock, TX, 79410, US",Lubbock,1299,3,2,"dishwasher, air_conditioner, parking, pets, laundry_facilities",https://mynd.rhenti.com/#/property/66512a4b296d2d002eecb4d5
"3254 63rd Street, Lubbock, TX, 79413, US",Lubbock,1499,3,2,"dishwasher, microwave, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67990d50c5d7eca2a07a5c17
"3231 62nd Street, Lubbock, TX, 79413, US",Lubbock,1699,4,3,"dishwasher, microwave, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67edbf69be182b377823e951
"3258 63rd Street, Lubbock, TX, 79413, US",Lubbock,1499,3,2,"dishwasher, microwave, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67eeccdc8310e8ed8f66e0ad
"3507 32nd St, Lubbock, TX, 79410, US",Lubbock,1299,3,2,"air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/680fe1a29b3edcc58e044dc1
"316 N Clinton Ave B, Lubbock, TX, 79416, US",Lubbock,1199,3,3,"dishwasher, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681543bd996245ed7af08749
"3261 62nd Street, Lubbock, TX, 79413, US",Lubbock,1499,3,2,"dishwasher, microwave, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6819247f87dd0c16f037c0ae
"3224 E 63rd Street, Lubbock, TX, 79413, US",Lubbock,1499,3,2,"dishwasher, microwave, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681b13da6630a97cdabc0377
"6219 Indiana Avenue, Lubbock, TX, 79413, US",Lubbock,1399,3,2,"dishwasher, microwave, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682cc383d244bdcca203a7ac
"2208 28th St, Lubbock, TX, 79411, US",Lubbock,949,2,1,"air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/683e1f8e1c200d2afe9db9f1
"312 Pine St, Birmingham, AL, 35215, US",Birmingham,1015,3,1,"fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/65f9d47f3e586e002ee83620
"5214 Amberwood Cir, Pinson, AL, 35126, US",Pinson,1265,3,1,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6601f4e2856445002e4d0ba9
"7322 Cavern SE, Trussville, AL, 35173, US",Trussville,1515,4,2,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/660ece9ec582bb002e79e82a
"8820 Valleybrook Rd, Birmingham, AL, 35206, US",Birmingham,1295,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67d89bdb1370654206f3d3b3
"513 Main St, Gardendale, AL, 35071, US",Gardendale,1295,3,1,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6813d2e1df3b65e5f46b5ef3
"1209 Hibernian St, Birmingham, AL, 35214, US",Birmingham,1245,3,1,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/682f8270fc783e619488bdd2
"5967 Old Acton Rd, Moody, AL, 35004, US",Moody,1625,3,2,"dishwasher, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/683b0b7eab8d08da444559bd
"5645 Cheryl Dr, Pinson, AL, 35126, US",Pinson,1580,3,2,"pool, dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/684116613167dc7af06fd34e
"626 Emerald Dr, Villa Rica, GA, 30180, US",Villa Rica,1675,3,1,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/66141497f4e046002e4561b3
"238 Hydrangea Ct, Austell, GA, 30168, US",Austell,1975,2,2,"dishwasher, microwave, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/66157973db36196d17940105
"4952 Lower Elm St #18, Atlanta, GA, 30349, US",Atlanta,1895,3,2,"pool, dishwasher, microwave, air_conditioner, parking",https://mynd.rhenti.com/#/property/662c08534d25bf002eadf978
"279 Howell Ter SW, Atlanta, GA, 30331, US",Atlanta,1575,3,1,"microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/67238dbe5352225e1ca46895
"2644 Butner Rd SW, Atlanta, GA, 30331, US",Atlanta,1575,3,1,"dishwasher, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/6776b83ec3650d5d815908c3
"3601 Wartrace Dr, Atlanta, GA, 30331, US",Atlanta,2699,4,2,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/67d84784c81f6c5bc566e58c
"228 Silver Spring St, Dallas, GA, 30157, US",Dallas,1799,2,2,"dishwasher, microwave, fridge, pets",https://mynd.rhenti.com/#/property/67f469ad07b7c472c8c0e77a
"216 Allegrini Drive, Atlanta, GA, 30349, US",Atlanta,2849,5,4,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/67ffba43effd5808324666c5
"8613 Stone Creek Ct, Douglasville, GA, 30135, US",Douglasville,1885,3,3,"dishwasher, microwave, fridge, parking, pets",https://mynd.rhenti.com/#/property/67ffbb2beffd5808324694d3
"85 Thornbrooke Dr, Hiram, GA, 30141, US",Hiram,1775,3,2,"dishwasher, fridge, balcony, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/680fdf989b3edcc58e03e70c
"3004 Cardinal Dr, Lithia Springs, GA, 30122, US",Lithia Springs,1845,3,2,"dishwasher, fridge, parking",https://mynd.rhenti.com/#/property/680fe07f9b3edcc58e040668
"3607 Ginnis Dr SW #7, Atlanta, GA, 30331, US",Atlanta,1695,2,2,"dishwasher, fridge, balcony, air_conditioner, pets",https://mynd.rhenti.com/#/property/681542cb996245ed7af03c8f
"424 Cotton Tail Ln, Villa Rica, GA, 30180, US",Villa Rica,2075,4,2,"dishwasher, ensuite_washer, ensuite_dryer, microwave, fridge, air_conditioner, parking, pets",https://mynd.rhenti.com/#/property/681e0a8d21da244dc6341cb7
